Anantnag,1
Badgam,7
Bandipora,87
Baramulla,2
Doda,8
Ganderbal,88
Jammu,3
Kargil,9
Kathua,10
Kishtwar,91
Kulgam,89
Kupwara,11
Leh,12
Poonch,13
Pulwama,4
Rajouri,15
Ramban,92
Samba,93
Shopian,90
Srinagar,5
Udhampur,6
