Adilabad,11
Hyderabad,2
Jagityal,21
Kamareddy,23
Karimnagar,3
Khammam,4
Mahbubnagar,5
Medak,6
Nalgonda,7
Nizamabad,8
Ranga Reddy,20
Siddipet,22
Warangal,10
