East Garo Hills,2
East Jaintia Hills,8
East Khasi Hills,1
Nongpoh (R-Bhoi),4
North Garo Hills,11
South Garo Hills,5
South West Garo Hills,9
South West Khasi Hills,10
West Garo Hills,6
West Jaintia Hills,3
West Khasi Hills,7
