Changlang,2
East Kameng,4
East Siang,5
Kurung Kummey,15
Lohit,7
Lower Dibang Valley,3
Lower Subansiri,6
Papum Pore,1
Tawang,9
Tirap,10
Upper Siang,14
Upper Subansiri,11
West Kameng,12
West Siang,13
