Ahmednagar,1
Akola,2
Amarawati,3
Bandra(E),20
Beed,21
Bhandara,22
Buldhana,4
Chandrapur,23
Chattrapati Sambhajinagar,19
Dharashiv(Usmanabad),26
Dhule,5
Gadchiroli,24
Gondiya,34
Hingoli,35
Jalana,6
Jalgaon,7
Kolhapur,8
Latur,9
Mumbai,10
Murum,37
Nagpur,11
Nanded,25
Nandurbar,12
Nashik,13
Osmanabad,36
Parbhani,27
Pune,14
Raigad,28
Ratnagiri,29
Sangli,15
Satara,30
Sholapur,16
Sindhudurg,31
Thane,17
Vashim,33
Wardha,18
Yavatmal,32
