Alipurduar,20
Bankura,2
Birbhum,3
Burdwan,4
Coochbehar,5
Dakshin Dinajpur,6
Darjeeling,17
Hooghly,7
Howrah,18
Jalpaiguri,8
Jhargram,21
Kalimpong,22
Kolkata,16
Malda,9
Medinipur(E),10
Medinipur(W),11
Murshidabad,12
Nadia,13
North 24 Parganas,1
Paschim Bardhaman,23
Purba Bardhaman,24
Puruliya,19
Sounth 24 Parganas,15
Uttar Dinajpur,14
