Barpeta,5
BONGAIGAON,4
Cachar,6
Darrang,1
Dhemaji,7
Dhubri,2
Dibrugarh,9
Goalpara,10
Golaghat,11
Hailakandi,12
Jorhat,13
Kamrup,3
Karbi Anglong,8
Karimganj,14
Kokrajhar,15
Lakhimpur,16
Mangaldoi,17
MORIGAON,18
Nagaon,19
Nalbari,20
North Cachar Hills,21
Sibsagar,22
Sonitpur,23
Tinsukia,24
